nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;sizePron;hwd;pronSampa;ipa
2;dĭſtrăʹct;;;;v.;60.0;73;distract;9;distract;d i s t r\ { k t;distɹækt
4;dĭſtrăʹction;;;;n.;61.0;73;distraction;12;distraction;d i s t r\ { k S @ n;distɹækʃən
3;dĭſtrĭʹbūte;;;;v.;64.0;73;distribute;11;distribute;d i s t r\ I b j u t;distɹɪbjut
5;dĭſtrĭbūʹtion;L.;;;n.;65.0;73;distribution;13;distribution;d I s t r\ @ b j u S @ n;dɪstɹəbjuʃən
2;dĭſtrĭʹct;L.;;;n.;66.0;73;district;9;district;d I s t r\ i k t;dɪstɹikt
2;dĭſtrŭʹſt;;;;n.;67.0;73;distrust;9;distrust;d i s t r\ V s t;distɹʌst
3;dĭſtrŭʹſtful;;;;a.;68.0;73;distrustful;12;distrustful;d i s t r\ V s t f @ l;distɹʌstfəl
2;dĭſtŭʹrb;;;;v.;69.0;73;disturb;8;disturb;d i s t 3:r b;distɜ:rb
3;dĭſtŭʹrbance;;;;n.;70.0;73;disturbance;12;disturbance;d i s t 3:r b @ n s;distɜ:rbəns
4;dĭsūʹnion;L.;;;n.;73.0;73;disunion;9;disunion;d i s j u n j @ n;disjunjən
2;dĭsūʹſe;L.;;;v.;3.0;74;disuse;7;disuse;d i s j u s;disjus
1;dĭtch;;;;n.;5.0;74;ditch;5;ditch;d I tS;dɪ?
2;dĭʹtto;;;;a.;9.0;74;ditto;6;ditto;d I 4 @U;dɪɾoʊ
2;dĭʹtty;L.;;;n.;10.0;74;ditty;6;ditty;d I 4 i:;dɪɾiː
2;dīʹvan;;;;n.;11.0;74;divan;6;divan;d i v { n;divæn
1;dīve;;;;v.;13.0;74;dive;4;dive;d aI v;d?v
2;dīʹver;;;;n.;14.0;74;diver;6;diver;d aI v 3:r;d?vɜ:r
3;dĭvĕʹrgent;L.;;;a.;15.0;74;divergent;10;divergent;d aI v 3:r dZ @ n t;d?vɜ:r?ənt
2;dīʹvers;L.;;;a.;16.0;74;divers;7;divers;d aI v 3:r z;d?vɜ:rz
2;dĭvĕʹrſe;L.;;;a.;17.0;74;diverse;8;diverse;d aI v 3:r s;d?vɜ:rs
4;dĭvĕʹrsĭfy;F.;;;v.;18.0;74;diversify;10;diversify;d aI v 3:r s @ f aI;d?vɜ:rsəf?
4;dĭvĕʹrſion;F.;;;n.;19.0;74;diversion;10;diversion;d aI v 3:r Z @ n;d?vɜ:rʒən
4;dĭvĕʹrsĭty;;;;n.;20.0;74;diversity;10;diversity;d i v 3:r s @ 4 i:;divɜ:rsəɾiː
2;dĭvĕʹrt;L.;;;v.;21.0;74;divert;7;divert;d aI v 3:r t;d?vɜ:rt
3;dĭvĕʹrting;;;;a.;22.0;74;diverting;10;diverting;d aI v 3:r 4 i N;d?vɜ:rɾiŋ
2;dĭveʹſt;;;;v.;24.0;74;divest;7;divest;d aI v E s t;d?vɛst
2;dĭvīʹdĕ;L.;;;v.;25.0;74;divide;7;divide;d i v aI d;div?d
3;dĭʹvĭdend;;;;n.;26.0;74;dividend;9;dividend;d I v i d E n d;dɪvidɛnd
5;dĭvĭnāʹtion;F.;;;n.;28.0;74;divination;11;divination;d I v @ n eI S @ n;dɪvən?ʃən
2;dĭvīʹne;L.;;;v.;29.0;74;divine;7;divine;d i v aI n;div?n
4;dĭvĭʹnĭty;F.;;;n.;31.0;74;divinity;9;divinity;d i v I n @ 4 i:;divɪnəɾiː
6;dĭvĭsĭbĭʹlĭty;;;;n.;32.0;74;divisibility;13;divisibility;d i v I z @ b I l @ 4 i:;divɪzəbɪləɾiː
4;dĭvĭʹsĭble;;;;a.;33.0;74;divisible;10;divisible;d i v I z @ b @ l;divɪzəbəl
4;dĭvĭʹſion;L.;;;n.;34.0;74;division;9;division;d i v I Z @ n;divɪʒən
3;dĭvīʹſor;L.;;;n.;35.0;74;divisor;8;divisor;d i v aI z 3:r;div?zɜ:r
2;dĭvŏʹrce;L.;;;n.;36.0;74;divorce;8;divorce;d i v O: r\ s;divOːɹs
4;dīūrĕʹtic;;;;a.;38.0;74;diuretic;9;diuretic;d aI u r\ E 4 i k;d?uɹɛɾik
3;dīŭʹrnal;L.;;;a.;39.0;74;diurnal;8;diurnal;d aI 3:r n @ l;d?ɜ:rnəl
2;dĭvŭʹlge;L.;;;v.;42.0;74;divulge;8;divulge;d i v V l dZ;divʌl?
2;dĭzzy;;nbSyll>1 et pas d'accent tonic;;a.;43.0;74;dizzy;5;dizzy;d I z i:;dɪziː
2;doʹcĭle;L.;;;a.;44.0;74;docile;7;docile;d A s @ l;dɑsəl
4;docĭʹlĭty;;;;n.;45.0;74;docility;9;docility;d A s I l @ 4 i:;dɑsɪləɾiː
1;dŏck;;;;n.;46.0;74;dock;4;dock;d A k;dɑk
2;dŏʹcket;;;;n.;47.0;74;docket;7;docket;d A k @ t;dɑkət
2;dŏʹct_o_r;L.;;;n.;48.0;74;doctor;9;doctor;d A k t 3:r;dɑktɜ:r
3;dŏʹctrĭnal;L.;;;a.;49.0;74;doctrinal;10;doctrinal;d A k t r\ @ n @ l;dɑktɹənəl
2;dŏʹctrĭne;L.;;;n.;50.0;74;doctrine;9;doctrine;d A k t r\ @ n;dɑktɹən
3;dŏʹcūment;L.;;;n.;51.0;74;document;9;document;d A k j @ m E n t;dɑkjəmɛnt
1;dŏdge;;;;v.;54.0;74;dodge;5;dodge;d A dZ;dɑ?
2;dōʹdo;;;;n.;55.0;74;dodo;5;dodo;d @U 4 @U;doʊɾoʊ
1;dōe;;;;n.;56.0;74;doe;3;doe;d @U;doʊ
1;dŏg;;;;n.;57.0;74;dog;3;dog;d O: g;dOːg
1;dōge;;;;n.;58.0;74;doge;4;doge;d @U dZ;doʊ?
2;dŏʹgged;;;;a.;59.0;74;dogged;7;dogged;d O: g d;dOːgd
2;dŏʹgmā;G.;;;n.;63.0;74;dogma;6;dogma;d A g m @;dɑgmə
2;dŏʹlcè;;;;a.;67.0;74;dolce;6;dolce;d @U l tS eI;doʊl??
1;dōle;L.;;;n.;68.0;74;dole;4;dole;d @U l;doʊl
2;doʹl_e_ful;L.;;;a.;70.0;74;doleful;10;doleful;d @U l f @ l;doʊlfəl
2;dŏʹllar;;;;n.;72.0;74;dollar;7;dollar;d A l 3:r;dɑlɜ:r
2;dŏʹlphin;G.;;;n.;2.0;75;dolphin;8;dolphin;d A l f @ n;dɑlfən
2;dŏʹlphins;;;;n.;3.0;75;dolphins;9;dolphins;d A l f @ n z;dɑlfənz
2;domaiʹn;;;;n.;5.0;75;domain;7;domain;d @U m eI n;doʊm?n
1;dōme;G.;;;n.;6.0;75;dome;4;dome;d @U m;doʊm
3;domĕʹſtic;L.;;;n.;7.0;75;domestic;9;domestic;d @ m E s t i k;dəmɛstik
5;dŏmĭnāʹtion.;;;;n.;9.0;75;domination;12;domination;d A m @ n eI S @ n;dɑmən?ʃən
3;dŏmĭneeʹr;F.;;;v.;10.0;75;domineer;9;domineer;d A m @ n I r\;dɑmənɪɹ
4;dŏmĭʹnĭcans;;;;n.;12.0;75;dominicans;11;dominicans;d @U m I n i k @ n z;doʊmɪnikənz
3;dŏmĭʹnĭon;;;;n.;13.0;75;dominion;9;dominion;d @ m I n j @ n;dəmɪnjən
3;dŏʹmĭno;L.;;;n.;14.0;75;domino;7;domino;d A m @ n @U;dɑmənoʊ
1;don;;;;n.;15.0;75;don;3;don;d A n;dɑn
4;dŏnāʹtion;F.;;;n.;16.0;75;donation;9;donation;d @U n eI S @ n;doʊn?ʃən
2;dōnor;L.;nbSyll>1 et pas d'accent tonic;;n.;19.0;75;donor;5;donor;d @U n 3:r;doʊnɜ:r
1;doom;;;;n.;20.0;75;doom;4;doom;d u m;dum
1;door;L.;;;n.;21.0;75;door;4;door;d O: r\;dOːɹ
2;doʹric;;;;n.;24.0;75;doric;6;doric;d O: r\ i k;dOːɹik
2;dŏʹrman;;;;n.;25.0;75;dorman;7;dorman;d O: r\ m @ n;dOːɹmən
2;dŏʹrmănt;F.;;;a.;26.0;75;dormant;8;dormant;d O: r\ m @ n t;dOːɹmənt
4;dŏʹrmĭtory;L.;;;n.;27.0;75;dormitory;10;dormitory;d O: r\ m @ t O: r\ i:;dOːɹmətOːɹiː
1;dŏſe;G.;;;n.;31.0;75;dose;4;dose;d @U s;doʊs
1;dŏt;;;;n.;34.0;75;dot;3;dot;d A t;dɑt
2;d_o_ŭʹble;F.;;;v.;40.0;75;double;9;double;d V b @ l;dʌbəl
1;dŏve;;;;n.;50.0;75;dove;4;dove;d V v;dʌv
2;dŏʹv_e_tail;;;;n.;51.0;75;dovetail;11;dovetail;d V v t eI l;dʌvt?l
1;do_ugh_;;;;n.;52.0;75;dough;7;dough;d @U;doʊ
2;do_u_ʹ_gh_ty;;;;a.;53.0;75;doughty;12;doughty;d O: 4 i:;dOːɾiː
3;dȯʹẇăger;F.;;;n.;54.0;75;dowager;8;dowager;d aU @ dZ 3:r;d?ə?ɜ:r
2;dȯʹẇdy;;;;n.;55.0;75;dowdy;6;dowdy;d aU 4 i:;d?ɾiː
2;dȯʹẇer;;;;n.;56.0;75;dower;6;dower;d aU r\;d?ɹ
1;dȯẇn;;;;n.;58.0;75;down;4;down;d aU n;d?n
2;dȯʹẇry;;;;n.;59.0;75;dowry;6;dowry;d aU r\ i:;d?ɹiː
1;dȯẇns;;;;n.;60.0;75;downs;5;downs;d aU n z;d?nz
2;dȯʹẇnward;;;;a.;61.0;75;downward;9;downward;d aU n w 3:r d;d?nwɜ:rd
2;dȯʹẇny;;;;a.;62.0;75;downy;6;downy;d aU n i:;d?niː
1;dȯẇſe;L.;;;n.;63.0;75;dowse;5;dowse;d aU s;d?s
4;dŏxŏʹlŏgy;G.;;;n.;64.0;75;doxology;9;doxology;d A k s A l @ dZ i:;dɑksɑlə?iː
2;dŏʹxy;;;;n.;65.0;75;doxy;5;doxy;d A k s i:;dɑksiː
1;dōze;;;;n.;66.0;75;doze;4;doze;d @U z;doʊz
2;dŏʹzen;F.;;;n.;67.0;75;dozen;6;dozen;d V z @ n;dʌzən
1;drăb;;;;n.;68.0;75;drab;4;drab;d r\ { b;dɹæb
2;drăʹc_h_mā;G.;;;n.;70.0;75;drachma;10;drachma;d r\ { k m @;dɹækmə
1;drăg;;;;n.;73.0;75;drag;4;drag;d r\ { g;dɹæg
2;drāʹgon;F.;;;n.;5.0;76;dragon;7;dragon;d r\ { g @ n;dɹægən
1;drain;;;;n.;7.0;76;drain;5;drain;d r\ eI n;dɹ?n
1;drāke;L.;;;n.;8.0;76;drake;5;drake;d r\ eI k;dɹ?k
1;drăm;G.;;;n.;9.0;76;dram;4;dram;d r\ { m;dɹæm
2;drăʹmā;G.;;;n.;10.0;76;drama;6;drama;d r\ A m @;dɹɑmə
3;drămăʹtic;G.;;;a.;11.0;76;dramatic;9;dramatic;d r\ @ m { 4 i k;dɹəmæɾik
2;drāʹp_e_r;F.;;;n.;13.0;76;draper;9;draper;d r\ eI p 3:r;dɹ?pɜ:r
3;drāʹpery;F.;;;n.;14.0;76;drapery;8;drapery;d r\ eI p 3:r i:;dɹ?pɜ:riː
1;drau_gh_t;;;;n.;15.0;76;draught;9;draught;d r\ { f t;dɹæft
1;drau_gh_ts;;;;n.;16.0;76;draughts;10;draughts;d r\ { f t s;dɹæfts
1;draw;;;;v.;18.0;76;draw;4;draw;d r\ O:;dɹOː
2;draʹwer;;;;n.;19.0;76;drawer;7;drawer;d r\ O: r\;dɹOːɹ
2;draʹwing;;;;n.;20.0;76;drawing;8;drawing;d r\ O: i N;dɹOːiŋ
1;dray;;;;n.;22.0;76;dray;4;dray;d r\ eI;dɹ?
1;dread;;;;a.;23.0;76;dread;5;dread;d r\ E d;dɹɛd
2;dreaʹdful;;;;a.;24.0;76;dreadful;9;dreadful;d r\ E d f @ l;dɹɛdfəl
1;dream;L.;;;n.;25.0;76;dream;5;dream;d r\ i: m;dɹiːm
2;dreʹary;;;;a.;26.0;76;dreary;7;dreary;d r\ I r\ i:;dɹɪɹiː
1;drĕdge;;;;v.;27.0;76;dredge;6;dredge;d r\ E dZ;dɹɛ?
2;drĕgs;;nbSyll>1 et pas d'accent tonic;;n.;30.0;76;dregs;5;dregs;d r\ E g z;dɹɛgz
1;drĕnch;;;;n.;31.0;76;drench;6;drench;d r\ E n tS;dɹɛn?
1;drĕſs;F.;;;v.;32.0;76;dress;5;dress;d r\ E s;dɹɛs
2;drĕʹſſer;;;;n.;33.0;76;dresser;8;dresser;d r\ E s 3:r;dɹɛsɜ:r
2;drĭʹbble;;;;n.;34.0;76;dribble;8;dribble;d r\ I b @ l;dɹɪbəl
1;drĭll;;;;n.;36.0;76;drill;5;drill;d r\ I l;dɹɪl
1;drĭnk;;;;n.;37.0;76;drink;5;drink;d r\ I N k;dɹɪŋk
1;drĭp;;;;v.;38.0;76;drip;4;drip;d r\ I p;dɹɪp
2;drĭʹpping;;;;n.;39.0;76;dripping;9;dripping;d r\ I p i N;dɹɪpiŋ
1;drīve;;;;v.;40.0;76;drive;5;drive;d r\ aI v;dɹ?v
2;drīʹver;;;;n.;42.0;76;driver;7;driver;d r\ aI v 3:r;dɹ?vɜ:r
2;drĭʹzzle;;;;v.;43.0;76;drizzle;8;drizzle;d r\ I z @ l;dɹɪzəl
1;droll;;;;n.;44.0;76;droll;5;droll;d r\ @U l;dɹoʊl
4;drŏʹmĕdāry;L.;;;n.;45.0;76;dromedary;10;dromedary;d r\ A m @ d E r\ i:;dɹɑmədɛɹiː
1;drone;;;;n.;46.0;76;drone;5;drone;d r\ @U n;dɹoʊn
1;droop;;;;v.;47.0;76;droop;5;droop;d r\ u p;dɹup
1;drop;L.;;;n.;48.0;76;drop;4;drop;d r\ A p;dɹɑp
2;drŏʹpſy;G.;;;n.;49.0;76;dropsy;7;dropsy;d r\ A p s i:;dɹɑpsiː
1;drŏſs;;;;n.;50.0;76;dross;5;dross;d r\ O: s;dɹOːs
1;drove;;;;n.;52.0;76;drove;5;drove;d r\ @U v;dɹoʊv
2;drōʹver;;;;n.;53.0;76;drover;7;drover;d r\ @U v 3:r;dɹoʊvɜ:r
1;drō_ugh_t;;;;n.;54.0;76;drought;9;drought;d r\ aU t;dɹ?t
1;drówn;;;;v.;56.0;76;drown;5;drown;d r\ aU n;dɹ?n
2;drȯẇſy;;nbSyll>1 et pas d'accent tonic;;a.;57.0;76;drowsy;6;drowsy;d r\ aU z i:;dɹ?ziː
1;drŭb;;;;v.;58.0;76;drub;4;drub;d r\ V b;dɹʌb
1;drŭdge;;;;v.;59.0;76;drudge;6;drudge;d r\ V dZ;dɹʌ?
3;drŭʹdg_e_ry;;;;n.;60.0;76;drudgery;11;drudgery;d r\ V dZ 3:r i:;dɹʌ?ɜ:riː
2;drŭʹggiſt;;;;n.;62.0;76;druggist;9;druggist;d r\ V g i s t;dɹʌgist
1;drŭgs;F.;;;n.;63.0;76;drugs;5;drugs;d r\ V g z;dɹʌgz
2;drūʹid;;;;n.;64.0;76;druid;6;druid;d r\ u i d;dɹuid
1;drŭm;;;;n.;65.0;76;drum;4;drum;d r\ V m;dɹʌm
1;drŭnk;;;;a.;66.0;76;drunk;5;drunk;d r\ V N k;dɹʌŋk
1;dry;;;;a.;68.0;76;dry;3;dry;d r\ aI;dɹ?
2;dūʹal;L.;;;a.;70.0;76;dual;5;dual;d u @ l;duəl
1;dŭb;F.;;;v.;71.0;76;dub;3;dub;d V b;dʌb
3;dūʹbĭ_o_us;L.;;;a.;72.0;76;dubious;10;dubious;d u b i: @ s;dubiːəs
2;dūʹcal;;;;a.;73.0;76;ducal;6;ducal;d u k @ l;dukəl
1;dŭck;;;;n.;5.0;77;duck;4;duck;d V k;dʌk
2;dŭʹckling;;;;n.;6.0;77;duckling;9;duckling;d V k l i N;dʌkliŋ
2;dŭʹctĭle;;;;a.;7.0;77;ductile;8;ductile;d V k t @ l;dʌktəl
1;dŭcts;L.;;;n.;8.0;77;ducts;5;ducts;d V k t s;dʌkts
3;dŭʹdgeon;;;;n.;9.0;77;dudgeon;8;dudgeon;d V dZ @ n;dʌ?ən
1;dūe;;;;a.;10.0;77;due;3;due;d u;du
2;dūʹel;L.;;;n.;11.0;77;duel;5;duel;d u @ l;duəl
3;dūʹĕliſt;;;;n.;12.0;77;duelist;8;duelist;d u @ l i s t;duəlist
2;dūĕʹt;;;;n.;13.0;77;duet;5;duet;d u E t;duɛt
1;dŭg;;;;n.;14.0;77;dug;3;dug;d V g;dʌg
1;dūke;F.;;;n.;15.0;77;duke;4;duke;d u k;duk
2;dūʹk_e_dom;;;;n.;16.0;77;dukedom;10;dukedom;d u k d @ m;dukdəm
2;dŭʹlcet;;;;a.;17.0;77;dulcet;7;dulcet;d V l s @ t;dʌlsət
3;dŭʹlcĭmer;;;;n.;19.0;77;dulcimer;9;dulcimer;d V l s i m 3:r;dʌlsimɜ:r
1;dŭll;;;;a.;20.0;77;dull;4;dull;d V l;dʌl
1;dŭm_b_;;;;a.;21.0;77;dumb;6;dumb;d V m;dʌm
1;dŭmps;;;;n.;22.0;77;dumps;5;dumps;d V m p s;dʌmps
1;dŭn;;;;n.;23.0;77;dun;3;dun;d V n;dʌn
1;dŭng;;;;n.;25.0;77;dung;4;dung;d V N;dʌŋ
3;dŭʹngeon;F.;;;n.;26.0;77;dungeon;8;dungeon;d V n dZ @ n;dʌn?ən
4;dūodēʹnum;;;;n.;28.0;77;duodenum;9;duodenum;d u A d @ n @ m;duɑdənəm
1;dūpe;F.;;;n.;29.0;77;dupe;4;dupe;d u p;dup
3;dūʹplĭcāte;L.;;;n.;30.0;77;duplicate;10;duplicate;d u p l @ k @ t;dupləkət
5;"dūʹplĭcātion;";;;;n.;31.0;77;duplication;13;duplication;d j u p l @ k eI S @ n;djuplək?ʃən
4;dūpliʹcĭty;F.;;;n.;32.0;77;duplicity;10;duplicity;d u p l I s i 4 i:;duplɪsiɾiː
3;dūʹrable;;;;a.;33.0;77;durable;8;durable;d U r\ @ b @ l;dʊɹəbəl
4;dūrāʹtion;L.;;;n.;35.0;77;duration;9;duration;d U r\ eI S @ n;dʊɹ?ʃən
2;dūʹreſs;;;;n.;36.0;77;duress;7;duress;d U r\ E s;dʊɹɛs
2;dŭʹsky;;;;a.;37.0;77;dusky;6;dusky;d V s k i:;dʌskiː
1;dŭſt;;;;v.;38.0;77;dust;4;dust;d V s t;dʌst
2;dŭʹſty;;;;a.;39.0;77;dusty;6;dusty;d V s t i:;dʌstiː
2;dūʹty;;;;n.;43.0;77;duty;5;duty;d u 4 i:;duɾiː
1;dwarf;L.;;;n.;44.0;77;dwarf;5;dwarf;d w O: r\ f;dwOːɹf
1;dwell;;;;v.;45.0;77;dwell;5;dwell;d w E l;dwɛl
2;dwĭʹndle;;;;v.;46.0;77;dwindle;8;dwindle;d w I n d @ l;dwɪndəl
1;dye;;;;v.;47.0;77;dye;3;dye;d aI;d?
3;dȳʹnăſties;G.;;;n.;48.0;77;dynasties;10;dynasties;d aI n @ s t i: z;d?nəstiːz
4;dȳsĕʹntĕry;G.;;;n.;49.0;77;dysentery;10;dysentery;d I s @ n t E r\ i:;dɪsəntɛɹiː
2;eaʹg_e_r;;;;a.;2.0;77;eager;8;eager;i: g 3:r;iːgɜ:r
2;eaʹgle;F.;;;n.;4.0;77;eagle;6;eagle;i: g @ l;iːgəl
1;ear;;;;n.;6.0;77;ear;3;ear;I r\;ɪɹ
1;earl;;;;n.;7.0;77;earl;4;earl;3:r l;ɜ:rl
2;eaʹrldom;;;;n.;8.0;77;earldom;8;earldom;3:r l d @ m;ɜ:rldəm
2;eaʹrly;;;;a.;9.0;77;early;6;early;3:r l i:;ɜ:rliː
1;earn;;;;v.;10.0;77;earn;4;earn;3:r n;ɜ:rn
1;earth;;;;n.;12.0;77;earth;5;earth;3:r T;ɜ:rθ
2;eaʹrthen;;;;a.;13.0;77;earthen;8;earthen;3:r T @ n;ɜ:rθən
2;eaʹrthly;;;;a.;14.0;77;earthly;8;earthly;3:r T l i:;ɜ:rθliː
2;eaʹrthy;;;;a.;15.0;77;earthy;7;earthy;3:r T i:;ɜ:rθiː
2;eaʹrthquāke;;;;n.;16.0;77;earthquake;11;earthquake;3:r T k w eI k;ɜ:rθkw?k
3;eaʹsĭly;;;;p.;20.0;77;easily;7;easily;i: z @ l i:;iːzəliː
1;eaſt;;;;n.;2.0;78;east;4;east;i: s t;iːst
2;eaʹſt_e_r;;;;n.;3.0;78;easter;9;easter;i: s t 3:r;iːstɜ:r
3;eaʹſtĕrn;;;;a.;4.0;78;eastern;8;eastern;i: s t 3:r n;iːstɜ:rn
2;eaʹſy;F.;;;a.;5.0;78;easy;5;easy;i: z i:;iːziː
3;ēaʹtable;;;;a.;6.0;78;eatable;8;eatable;i: 4 @ b @ l;iːɾəbəl
1;eaves;;;;n.;7.0;78;eaves;5;eaves;i: v z;iːvz
1;ebb;;;;n.;8.0;78;ebb;3;ebb;E b;ɛb
3;ĕʹbŏny;F.;;;n.;9.0;78;ebony;6;ebony;E b @ n i:;ɛbəniː
5;ĕccĕntrĭʹcĭty;;;;n.;12.0;78;eccentricity;13;eccentricity;E k s @ n t r\ I s @ 4 i:;ɛksəntɹɪsəɾiː
6;ĕcclesĭăʹſtĭcal;G.;;;a.;13.0;78;ecclesiastical;15;ecclesiastical;i k l i: z i: { s t i k @ l;ikliːziːæstikəl
5;ĕcclesĭăʹſtic;;;;n.;14.0;78;ecclesiastic;13;ecclesiastic;i k l i: z i: { s t i k;ikliːziːæstik
2;ĕʹc_h_o;G.;;;n.;17.0;78;echo;7;echo;E k @U;ɛkoʊ
2;eclĭʹpſe;G.;;;n.;18.0;78;eclipse;8;eclipse;i k l I p s;iklɪps
3;eclĭʹptic;G.;;;n.;20.0;78;ecliptic;9;ecliptic;i k l I p t i k;iklɪptik
2;ĕʹddy;;;;n.;26.0;78;eddy;5;eddy;E 4 i:;ɛɾiː
1;ĕdge;;;;n.;27.0;78;edge;4;edge;E dZ;ɛ?
2;ĕʹdging;;;;n.;28.0;78;edging;7;edging;E dZ i N;ɛ?iŋ
3;eʹdĭble;L.;;;a.;29.0;78;edible;7;edible;E 4 @ b @ l;ɛɾəbəl
2;ĕʹdĭct;L.;;;n.;30.0;78;edict;6;edict;i: 4 i k t;iːɾikt
6;edĭfĭcāʹtion;L.;;;n.;31.0;78;edification;12;edification;E 4 @ f @ k eI S @ n;ɛɾəfək?ʃən
3;ĕʹdĭfĭce;L.;;;n.;32.0;78;edifice;8;edifice;E 4 @ f @ s;ɛɾəfəs
3;ĕʹdĭfy;L.;;;v.;33.0;78;edify;6;edify;E 4 @ f aI;ɛɾəf?
4;edĭʹtion;F.;;;n.;34.0;78;edition;8;edition;@ d I S @ n;ədɪʃən
3;ĕʹdĭtor;;;;n.;35.0;78;editor;7;editor;E 4 @ 4 3:r;ɛɾəɾɜ:r
3;ĕʹdūcāte;L.;;;v.;36.0;78;educate;8;educate;E dZ @ k eI t;ɛ?ək?t
5;ĕdūcāʹtion;;;;n.;37.0;78;education;10;education;E dZ @ k eI S @ n;ɛ?ək?ʃən
1;eel;;;;n.;39.0;78;eel;3;eel;i: l;iːl
2;effāʹce;;;;v.;40.0;78;efface;7;efface;i f eI s;if?s
2;effĕʹct;;;;v.;41.0;78;effect;7;effect;i f E k t;ifɛkt
3;ĕffĕʹctive;L.;;;a.;43.0;78;effective;10;effective;i f E k t i v;ifɛktiv
2;ĕffĕʹcts;;;;n.;44.0;78;effects;8;effects;i f E k t s;ifɛkts
4;ĕffĕʹmĭnāte;F.;;;a.;47.0;78;effeminate;11;effeminate;i f E m i n @ t;ifɛminət
5;ĕffĭcāʹcĭ_o_us;F.;;;a.;49.0;78;efficacious;14;efficacious;E f @ k eI S @ s;ɛfək?ʃəs
4;ĕffĭʹcacy;F.;;;n.;50.0;78;efficacy;9;efficacy;E f i k { s i:;ɛfikæsiː
4;ĕffĭʹcĭent;L.;;;a.;52.0;78;efficient;10;efficient;i f I S @ n t;ifɪʃənt
2;ĕʹfflŭx;L.;;;n.;57.0;78;efflux;7;efflux;E f l @ k s;ɛfləks
2;ĕʹffort;F.;;;n.;58.0;78;effort;7;effort;E f 3:r t;ɛfɜ:rt
4;effrŏʹntĕry;F.;;;n.;59.0;78;effrontery;11;effrontery;i f r\ V n t 3:r i:;ifɹʌntɜ:riː
1;eſt;;;;n.;62.0;78;est;3;est;@ s t eI t;əst?t
1;ĕgg;;;;n.;64.0;78;egg;3;egg;E g;ɛg
3;ĕʹglăntīne;F.;;;n.;66.0;78;eglantine;10;eglantine;E g l @ n t aI n;ɛglənt?n
4;egrēʹgĭ_o_us;L.;;;a.;67.0;78;egregious;12;egregious;i g r\ i: dZ @ s;igɹiː?əs
2;ēʹgrĕſs;L.;;;n.;68.0;78;egress;7;egress;i g r\ E s;igɹɛs
4;egyʹptĭan;;;;n.;69.0;78;egyptian;9;egyptian;i dZ I p S @ n;i?ɪpʃən
6;ejăcūlāʹtion;L.;;;n.;70.0;78;ejaculation;12;ejaculation;i dZ { k j u l eI S @ n;i?ækjul?ʃən
2;ējĕʹct;L.;;;v.;71.0;78;eject;6;eject;i dZ E k t;i?ɛkt
1;ei_gh_t;;;;n.;73.0;78;eight;7;eight;eI t;?t
2;eiʹ_gh_teen;;;;n.;2.0;79;eighteen;11;eighteen;eI t i: n;?tiːn
2;eiʹ_gh_ty;;;;n.;3.0;79;eighty;9;eighty;eI 4 i:;?ɾiː
2;eĭʹther;;;;p.;4.0;79;either;7;either;i: D 3:r;iːðɜ:r
1;ēke;;;;p.;5.0;79;eke;3;eke;i: k;iːk
2;ēʹlā;;;;n.;6.0;79;ela;4;ela;E l @;ɛlə
4;elăʹbŏrāte;L.;;;a.;7.0;79;elaborate;10;elaborate;i l { b r\ @ t;ilæbɹət
2;elăʹpſe;L.;;;v.;9.0;79;elapse;7;elapse;i l { p s;ilæps
3;elăʹſtic;G.;;;a.;10.0;79;elastic;8;elastic;i l { s t i k;ilæstik
5;elăſtĭʹcĭty;;;;n.;11.0;79;elasticity;11;elasticity;i: l { s t I s @ 4 i:;iːlæstɪsəɾiː
3;elāʹted;;;;a.;12.0;79;elated;7;elated;i l eI 4 @ d;il?ɾəd
4;elāʹtion;;;;n.;13.0;79;elation;8;elation;i l eI S @ n;il?ʃən
2;ĕʹlbo_w_;;;;n.;14.0;79;elbow;8;elbow;E l b @U;ɛlboʊ
2;ĕʹld_e_r;;;;a.;15.0;79;elder;8;elder;E l d 3:r;ɛldɜ:r
2;eʹldeſt;;;;a.;16.0;79;eldest;7;eldest;E l d @ s t;ɛldəst
2;ēlĕʹct;L.;;;v.;18.0;79;elect;6;elect;i l E k t;ilɛkt
4;ēlĕʹction;L.;;;n.;19.0;79;election;9;election;i l E k S @ n;ilɛkʃən
4;ēleʹctŏrāl;;;;a.;21.0;79;electoral;10;electoral;i l E k t 3:r @ l;ilɛktɜ:rəl
4;ēlĕʹctŏrāte;;;;n.;22.0;79;electorate;11;electorate;i l E k t 3:r @ t;ilɛktɜ:rət
3;ēlĕʹctŏrs;;;;n.;24.0;79;electors;9;electors;i l E k t 3:r z;ilɛktɜ:rz
4;ēlĕʹctrĭcal;;;;a.;25.0;79;electrical;11;electrical;i l E k t r\ i k @ l;ilɛktɹikəl
5;ēlĕctrĭʹcĭty;;;;n.;26.0;79;electricity;12;electricity;i l E k t r\ I s @ 4 i:;ilɛktɹɪsəɾiː
3;ĕʹlĕgănce;L.;;;n.;29.0;79;elegance;9;elegance;E l @ g @ n s;ɛləgəns
3;ĕlĕgănt;;nbSyll>1 et pas d'accent tonic;;a.;30.0;79;elegant;7;elegant;E l @ g @ n t;ɛləgənt
